"","X","dvcat","weight","dead","airbag","seatbelt","frontal","sex","ageOFocc","yearacc","yearVeh","abcat","occRole","deploy","injSeverity","caseid"
"5830",5830,"10-24",86.6239999998361,"alive","none","belted",1,"f",42,1998,1985,"unavail","driver",0,0,"13:206:2"
"5835",5835,"10-24",109.021999999881,"alive","none","none",0,"m",31,1998,1984,"unavail","driver",0,2,"13:208:2"
"5837",5837,"10-24",1981.30999998748,"alive","airbag","belted",1,"f",21,1998,1994,"nodeploy","driver",0,0,"13:210:1"
"5840",5840,"40-54",81.5169999999925,"alive","airbag","belted",1,"m",25,1998,1995,"deploy","driver",1,1,"13:211:2"
"5841",5841,"10-24",126.418999999762,"alive","none","none",0,"m",18,1998,1972,"unavail","driver",0,0,"13:213:1"
"5843",5843,"10-24",126.418999999762,"alive","none","belted",1,"f",52,1998,1989,"unavail","driver",0,3,"13:213:2"
"5844",5844,"10-24",389.564999997616,"alive","none","none",0,"m",31,1998,1986,"unavail","driver",0,0,"13:214:1"
"5845",5845,"10-24",389.564999997616,"alive","airbag","belted",1,"f",45,1998,1997,"deploy","driver",1,2,"13:214:2"
"5846",5846,"10-24",173.970999998972,"alive","none","none",0,"f",33,1998,1986,"unavail","driver",0,3,"13:215:1"
"5851",5851,"10-24",86.9859999995679,"alive","none","belted",1,"f",30,1998,1993,"unavail","driver",0,0,"13:218:2"
"5853",5853,"10-24",551.068999998271,"alive","none","none",0,"m",71,1998,1988,"unavail","driver",0,1,"13:220:1"
"5856",5856,"10-24",990.654999993742,"alive","none","belted",1,"m",57,1998,1986,"unavail","driver",0,0,"13:221:1"
"5857",5857,"25-39",75.0539999995381,"alive","airbag","belted",0,"m",80,1998,1995,"nodeploy","driver",0,0,"13:222:1"
"5859",5859,"25-39",75.0539999995381,"alive","none","belted",1,"m",48,1998,1988,"unavail","driver",0,0,"13:222:2"
"5860",5860,"40-54",228.634999999776,"alive","none","belted",1,"m",23,1998,1993,"unavail","driver",0,1,"13:223:1"
"5861",5861,"40-54",228.634999999776,"alive","none","belted",0,"f",21,1998,1987,"unavail","driver",0,1,"13:223:2"
"5862",5862,"10-24",228.634999999776,"alive","airbag","belted",0,"f",77,1998,1992,"deploy","driver",1,1,"13:224:1"
"5867",5867,"25-39",411.015999998897,"alive","none","belted",1,"m",46,1998,1985,"unavail","driver",0,0,"13:226:2"
"5869",5869,"10-24",143.003999998793,"alive","airbag","belted",0,"f",43,1998,1996,"deploy","pass",1,1,"13:227:1"
"5872",5872,"10-24",469.140999998897,"alive","none","belted",1,"f",40,1998,1990,"unavail","driver",0,2,"13:228:2"
"5873",5873,"10-24",843.373999997973,"alive","airbag","belted",0,"f",42,1998,1988,"nodeploy","driver",0,0,"13:230:2"
"5875",5875,"10-24",210.199999999255,"alive","airbag","belted",1,"m",21,1998,1997,"nodeploy","driver",0,0,"13:233:1"
"5876",5876,"10-24",316.166999999434,"alive","none","belted",1,"f",52,1998,1991,"unavail","driver",0,2,"13:234:1"
"5877",5877,"10-24",316.166999999434,"alive","none","belted",0,"m",21,1998,1993,"unavail","driver",0,0,"13:235:2"
"5878",5878,"25-39",86.9859999995679,"alive","none","none",1,"m",50,1998,1988,"unavail","driver",0,3,"13:236:1"
"5883",5883,"10-24",86.9859999995679,"alive","none","none",0,"f",61,1998,1983,"unavail","driver",0,3,"13:241:1"
"5885",5885,"25-39",1829.07999999821,"alive","none","none",1,"m",20,1998,1988,"unavail","driver",0,2,"13:242:1"
"5888",5888,"10-24",86.9859999995679,"alive","none","belted",1,"f",39,1998,1991,"unavail","driver",0,3,"13:244:1"
"5889",5889,"25-39",86.9859999995679,"alive","none","belted",1,"m",41,1998,1985,"unavail","driver",0,3,"13:247:2"
"5891",5891,"25-39",126.466999999247,"alive","none","none",1,"m",24,1998,1974,"unavail","driver",0,0,"13:249:1"
"5892",5892,"55+",34.9449999998324,"alive","airbag","belted",0,"m",33,1998,1997,"deploy","driver",1,3,"41:1:1"
"5893",5893,"55+",34.9449999998324,"alive","airbag","none",0,"m",43,1998,1997,"deploy","pass",1,3,"41:1:1"
"5894",5894,"55+",88.7659999998286,"dead","none","belted",0,"m",54,1998,1988,"unavail","driver",0,4,"41:2:1"
"5899",5899,"25-39",70.6919999998063,"alive","airbag","belted",1,"m",70,1998,1997,"deploy","driver",1,3,"41:6:2"
"5901",5901,"10-24",22.0129999998026,"alive","none","none",1,"m",33,1998,1984,"unavail","driver",0,1,"41:8:1"
"5904",5904,"10-24",37.9389999997802,"alive","none","none",1,"f",22,1998,1994,"unavail","driver",0,0,"41:9:1"
"5905",5905,"10-24",37.9389999997802,"alive","none","belted",0,"m",47,1998,1988,"unavail","driver",0,3,"41:9:2"
"5907",5907,"10-24",19.4529999999795,"alive","airbag","none",1,"m",36,1998,1998,"deploy","driver",1,2,"41:15:2"
"5908",5908,"10-24",364.716999996454,"alive","airbag","belted",1,"m",36,1998,1998,"deploy","driver",1,2,"41:17:1"
"5909",5909,"25-39",30.3929999999236,"alive","none","belted",0,"m",65,1998,1984,"unavail","driver",0,2,"41:19:1"
"5910",5910,"25-39",30.3929999999236,"alive","none","belted",0,"f",69,1998,1984,"unavail","pass",0,2,"41:19:1"
"5915",5915,"10-24",55.5979999997653,"alive","airbag","belted",1,"f",54,1998,1993,"deploy","pass",1,3,"41:22:2"
"5917",5917,"10-24",18.2859999998473,"alive","none","none",1,"m",31,1998,1988,"unavail","driver",0,3,"41:26:1"
"5920",5920,"40-54",28.0549999999348,"dead","none","none",1,"f",57,1998,1983,"unavail","driver",0,4,"41:28:1"
"5921",5921,"40-54",25.4109999998473,"alive","airbag","belted",0,"f",66,1998,1995,"deploy","driver",1,3,"41:30:1"
"5923",5923,"10-24",25.4109999998473,"alive","none","none",0,"m",46,1998,1991,"unavail","driver",0,3,"41:31:1"
"5924",5924,"10-24",25.4109999998473,"alive","airbag","belted",1,"m",59,1998,1997,"deploy","driver",1,2,"41:31:2"
"5925",5925,"10-24",25.4109999998473,"alive","airbag","belted",1,"f",44,1998,1997,"deploy","pass",1,3,"41:31:2"
"5926",5926,"10-24",1413.4619999975,"alive","none","belted",1,"m",29,1998,1985,"unavail","driver",0,0,"41:34:2"
"5931",5931,"10-24",22.0129999998026,"alive","none","belted",1,"m",49,1998,1986,"unavail","driver",0,0,"41:37:1"
"5933",5933,"10-24",22.0129999998026,"alive","airbag","none",0,"f",27,1998,1995,"deploy","pass",1,3,"41:37:2"
"5936",5936,"40-54",24.3029999998398,"alive","none","none",1,"m",21,1998,1989,"unavail","pass",0,3,"41:40:1"
"5937",5937,"55+",24.3029999998398,"alive","none","belted",1,"m",18,1998,1989,"unavail","driver",0,3,"41:40:2"
"5939",5939,"25-39",22.0129999998026,"alive","airbag","belted",1,"f",42,1998,1995,"deploy","driver",1,3,"41:44:1"
"5940",5940,"25-39",22.0129999998026,"alive","airbag","belted",1,"f",32,1998,1995,"deploy","pass",1,3,"41:44:1"
"5941",5941,"55+",22.0129999998026,"alive","none","belted",0,"m",35,1998,1984,"unavail","driver",0,2,"41:45:1"
"5942",5942,"55+",22.0129999998026,"alive","airbag","belted",1,"m",60,1998,1996,"deploy","driver",1,3,"41:45:2"
"5947",5947,"55+",24.3029999998398,"dead","none","none",1,"f",43,1998,1985,"unavail","driver",0,4,"41:48:1"
"5949",5949,"25-39",21.2379999998957,"alive","none","belted",1,"f",43,1998,1989,"unavail","driver",0,3,"41:51:1"
"5952",5952,"10-24",19.6809999998659,"alive","none","none",1,"f",16,1998,1987,"unavail","pass",0,2,"41:54:1"
"5953",5953,"40-54",22.0129999998026,"alive","airbag","belted",0,"f",32,1998,1995,"nodeploy","driver",0,3,"41:56:2"
"5955",5955,"10-24",191.145999999717,"alive","airbag","belted",0,"m",76,1998,1994,"deploy","driver",1,3,"41:59:1"
"5956",5956,"25-39",26.9029999999329,"dead","none","none",1,"m",21,1998,1992,"unavail","driver",0,4,"41:61:1"
"5957",5957,"25-39",26.9029999999329,"alive","none","none",1,"m",22,1998,1992,"unavail","pass",0,3,"41:61:1"
"5958",5958,"25-39",26.9029999999329,"alive","airbag","none",0,"m",27,1998,1996,"deploy","driver",1,2,"41:61:2"
"5963",5963,"10-24",16.7379999998957,"alive","airbag","belted",0,"m",40,1998,1994,"nodeploy","pass",0,3,"41:66:1"
"5965",5965,"10-24",16.7379999998957,"alive","none","belted",1,"f",42,1998,1994,"unavail","pass",0,0,"41:66:2"
"5968",5968,"10-24",22.0129999998026,"alive","airbag","belted",0,"f",35,1998,1994,"nodeploy","pass",0,0,"41:67:2"
"5969",5969,"25-39",51.8869999996386,"alive","none","none",1,"m",45,1998,1988,"unavail","driver",0,3,"41:68:1"
"5971",5971,"25-39",212.458999998868,"alive","airbag","belted",0,"m",24,1998,1998,"deploy","driver",1,0,"41:73:1"
"5972",5972,"40-54",212.458999998868,"alive","none","none",1,"m",17,1998,1987,"unavail","driver",0,1,"41:73:2"
"5973",5973,"40-54",212.458999998868,"alive","none","none",1,"m",29,1998,1987,"unavail","pass",0,3,"41:73:2"
"5974",5974,"25-39",65.9819999998435,"dead","airbag","none",1,"f",80,1998,1993,"deploy","driver",1,4,"41:76:1"
"5979",5979,"25-39",26.1219999999739,"alive","airbag","none",1,"m",22,1998,1995,"deploy","driver",1,3,"41:85:1"
"5981",5981,"10-24",26.1219999999739,"alive","airbag","belted",0,"m",43,1998,1997,"nodeploy","driver",0,3,"41:86:1"
"5984",5984,"10-24",2322.19399997592,"alive","none","belted",1,"m",16,1998,1990,"unavail","driver",0,1,"41:91:2"
"5985",5985,"55+",16.7379999998957,"alive","airbag","none",1,"f",40,1998,1992,"deploy","driver",1,3,"41:92:1"
"5987",5987,"10-24",160.3479999993,"alive","none","belted",0,"f",28,1998,1990,"unavail","driver",0,0,"41:94:1"
"5988",5988,"10-24",160.3479999993,"alive","none","none",0,"f",50,1998,1980,"unavail","driver",0,3,"41:94:2"
"5989",5989,"25-39",330.671999998391,"alive","airbag","belted",1,"m",39,1998,1996,"nodeploy","driver",0,0,"41:97:1"
"5990",5990,"10-24",330.671999998391,"alive","airbag","belted",0,"m",35,1998,1996,"nodeploy","driver",0,2,"41:97:2"
"5995",5995,"10-24",527.241999998689,"alive","airbag","belted",0,"m",17,1998,1994,"nodeploy","pass",0,1,"41:102:1"
"5997",5997,"25-39",43.3369999998249,"alive","none","none",1,"m",40,1998,1994,"unavail","driver",0,1,"41:103:1"
"6000",6000,"40-54",83.7449999991804,"alive","none","none",1,"f",55,1998,1988,"unavail","driver",0,3,"41:107:1"
"6001",6001,"10-24",22.0129999998026,"alive","airbag","belted",1,"f",30,1998,1998,"deploy","driver",1,1,"41:111:1"
"6003",6003,"10-24",22.0129999998026,"alive","airbag","belted",0,"m",44,1998,1998,"nodeploy","pass",0,3,"41:111:2"
"6004",6004,"10-24",12042.2349998951,"alive","none","none",0,"m",23,1998,1983,"unavail","driver",0,0,"41:112:1"
"6005",6005,"1-9km/h",31.5299999997951,"alive","airbag","belted",0,"f",35,1998,1996,"nodeploy","driver",0,3,"41:114:1"
"6006",6006,"1-9km/h",31.5299999997951,"alive","airbag","belted",0,"f",29,1998,1996,"nodeploy","pass",0,3,"41:114:1"
"6011",6011,"55+",32.2639999999665,"alive","none","belted",1,"f",37,1998,1996,"unavail","pass",0,3,"41:121:2"
"6013",6013,"25-39",48.5449999999255,"dead","none","none",0,"m",27,1998,1990,"unavail","driver",0,4,"41:129:1"
"6016",6016,"40-54",44.3219999996945,"alive","none","belted",0,"m",50,1998,1986,"unavail","driver",0,2,"41:133:1"
"6017",6017,"40-54",44.3219999996945,"alive","none","belted",0,"m",38,1998,1986,"unavail","pass",0,2,"41:133:1"
"6019",6019,"25-39",91.7609999999404,"alive","none","belted",1,"m",18,1998,1991,"unavail","driver",0,3,"41:134:2"
"6020",6020,"10-24",3458.74299997091,"alive","none","belted",0,"f",24,1998,1981,"unavail","driver",0,1,"41:135:1"
"6021",6021,"10-24",3458.74299997091,"alive","none","belted",1,"m",51,1998,1993,"unavail","driver",0,0,"41:135:2"
"6022",6022,"40-54",347.811999998987,"alive","none","belted",1,"f",27,1998,1989,"unavail","driver",0,3,"41:136:1"
"6027",6027,"10-24",468.171999998391,"alive","none","belted",1,"f",67,1998,1987,"unavail","driver",0,3,"41:141:2"
"6029",6029,"55+",24.3029999998398,"dead","none","none",1,"f",22,1998,1986,"unavail","driver",0,4,"41:147:1"
"6032",6032,"10-24",30.1279999997932,"alive","none","belted",0,"m",19,1998,1978,"unavail","driver",0,3,"41:151:1"
"6033",6033,"10-24",30.1279999997932,"alive","none","belted",0,"m",18,1998,1978,"unavail","pass",0,3,"41:151:1"
"6035",6035,"10-24",0,"alive","airbag","belted",1,"f",54,1998,1998,"deploy","driver",1,1,"41:801:1"
"6036",6036,"10-24",9372.90299999714,"alive","none","belted",1,"m",62,1998,1990,"unavail","driver",0,0,"43:1:1"
"6037",6037,"10-24",9372.90299999714,"alive","none","belted",1,"f",61,1998,1990,"unavail","pass",0,0,"43:1:1"
"6038",6038,"25-39",49.7679999996908,"dead","airbag","belted",0,"m",49,1998,1996,"deploy","driver",1,3,"43:4:1"
"6043",6043,"25-39",101.236999999732,"alive","airbag","belted",0,"f",27,1998,1996,"deploy","driver",1,3,"43:8:2"
"6045",6045,"55+",52.4139999998733,"dead","none","belted",1,"f",31,1998,1985,"unavail","driver",0,4,"43:10:1"
"6048",6048,"25-39",47.5029999995604,"alive","none","belted",0,"m",16,1998,1988,"unavail","driver",0,3,"43:11:1"
"6049",6049,"25-39",47.5029999995604,"alive","none","belted",1,"f",40,1998,1994,"unavail","driver",0,1,"43:11:2"
"6051",6051,"55+",47.5029999995604,"alive","none","belted",1,"m",45,1998,1985,"unavail","driver",0,3,"43:12:2"
"6052",6052,"10-24",582.91099999845,"alive","airbag","belted",0,"m",18,1998,1996,"deploy","driver",1,2,"43:13:1"
"6053",6053,"10-24",582.91099999845,"alive","airbag","belted",0,"f",16,1998,1996,"deploy","pass",1,0,"43:13:1"
"6054",6054,"10-24",582.91099999845,"alive","airbag","belted",0,"m",43,1998,1994,"deploy","driver",1,2,"43:14:1"
"6059",6059,"10-24",1008.98299999535,"alive","airbag","belted",1,"m",44,1998,1993,"deploy","driver",1,2,"43:17:1"
"6061",6061,"40-54",1096.07299999893,"alive","none","belted",1,"m",21,1998,1979,"unavail","driver",0,1,"43:21:1"
"6064",6064,"10-24",1153.3939999938,"alive","airbag","belted",0,"f",21,1998,1996,"nodeploy","driver",0,0,"43:22:1"
"6065",6065,"10-24",1153.3939999938,"alive","airbag","belted",0,"f",18,1998,1997,"nodeploy","driver",0,0,"43:23:1"
"6067",6067,"40-54",52.4139999998733,"dead","none","belted",0,"m",17,1998,1987,"unavail","driver",0,4,"43:26:2"
"6068",6068,"55+",49.7679999996908,"alive","airbag","belted",0,"m",29,1998,1996,"deploy","driver",1,3,"43:27:1"
"6069",6069,"10-24",489.368999999017,"alive","none","belted",1,"m",17,1998,1990,"unavail","driver",0,0,"43:30:2"
"6070",6070,"10-24",1926.6439999938,"alive","airbag","belted",0,"f",40,1998,1998,"nodeploy","driver",0,0,"43:31:1"
"6075",6075,"55+",52.4139999998733,"alive","none","belted",1,"f",18,1998,1985,"unavail","driver",0,3,"43:34:1"
"6077",6077,"25-39",47.5029999995604,"alive","airbag","belted",0,"m",16,1998,1994,"deploy","driver",1,1,"43:35:1"
"6080",6080,"10-24",444.287999998778,"alive","none","belted",1,"m",80,1998,1990,"unavail","driver",0,0,"43:37:1"
"6081",6081,"10-24",1749.15999999642,"alive","airbag","belted",1,"m",20,1998,1994,"deploy","driver",1,2,"43:38:1"
"6083",6083,"10-24",1840.63499999046,"alive","airbag","belted",0,"f",26,1998,1994,"nodeploy","pass",0,1,"43:40:1"
"6084",6084,"10-24",1840.63499999046,"alive","none","belted",1,"m",70,1998,1987,"unavail","driver",0,1,"43:40:2"
"6085",6085,"25-39",769.034999996424,"alive","none","belted",0,"f",25,1998,1990,"unavail","driver",0,0,"43:41:1"
"6086",6086,"10-24",769.034999996424,"alive","airbag","belted",1,"m",23,1998,1994,"nodeploy","driver",0,0,"43:41:2"
"6091",6091,"40-54",47.5029999995604,"alive","none","belted",1,"m",22,1998,1990,"unavail","driver",0,2,"43:43:2"
"6093",6093,"10-24",383.06099999696,"alive","airbag","belted",1,"f",39,1998,1996,"deploy","driver",1,1,"43:44:1"
"6096",6096,"10-24",383.06099999696,"alive","airbag","belted",0,"f",16,1998,1993,"nodeploy","driver",0,0,"43:45:1"
"6097",6097,"10-24",1586.97999998927,"alive","airbag","belted",0,"f",16,1998,1995,"deploy","driver",1,2,"43:46:1"
"6099",6099,"10-24",1586.97999998927,"alive","airbag","belted",1,"m",39,1998,1997,"nodeploy","driver",0,0,"43:48:1"
"6100",6100,"10-24",1586.97999998927,"alive","airbag","belted",1,"f",29,1998,1995,"deploy","driver",1,0,"43:48:2"
"6101",6101,"25-39",663.055999994278,"alive","none","none",1,"m",36,1998,1987,"unavail","driver",0,2,"43:49:1"
"6102",6102,"25-39",49.7679999996908,"alive","airbag","belted",1,"f",51,1998,1995,"deploy","driver",1,3,"43:51:1"
"6107",6107,"10-24",2843.77199998498,"alive","none","none",1,"f",65,1998,1991,"unavail","driver",0,0,"43:54:2"
"6109",6109,"10-24",1188.15599998832,"alive","none","belted",0,"f",74,1998,1989,"unavail","driver",0,1,"43:55:2"
"6112",6112,"55+",52.4139999998733,"dead","none","none",1,"m",39,1998,1988,"unavail","driver",0,4,"43:56:3"
"6113",6113,"55+",52.4139999998733,"dead","none","none",1,"f",45,1998,1988,"unavail","pass",0,4,"43:56:3"
"6115",6115,"25-39",47.5029999995604,"alive","airbag","belted",1,"m",33,1998,1991,"deploy","driver",1,1,"43:58:2"
"6116",6116,"10-24",459.198999997228,"alive","airbag","belted",1,"m",36,1998,1995,"deploy","driver",1,2,"43:60:1"
"6117",6117,"10-24",1807.86399999261,"alive","airbag","belted",1,"m",77,1998,1993,"deploy","driver",1,2,"43:61:1"
"6118",6118,"10-24",794.844999998808,"alive","none","belted",0,"f",67,1998,1991,"unavail","driver",0,1,"43:63:2"
"6123",6123,"10-24",495.183999996632,"alive","airbag","belted",1,"f",33,1998,1996,"deploy","driver",1,0,"43:67:3"
"6125",6125,"10-24",857.133999995887,"alive","none","belted",1,"m",47,1998,1991,"unavail","driver",0,0,"43:71:2"
"6128",6128,"10-24",49.7679999996908,"alive","airbag","belted",0,"f",32,1998,1995,"nodeploy","pass",0,1,"43:72:2"
"6129",6129,"40-54",47.5029999995604,"alive","airbag","belted",0,"f",20,1998,1995,"nodeploy","driver",0,2,"43:73:1"
"6131",6131,"10-24",66.8439999995753,"alive","none","belted",1,"m",28,1998,1990,"unavail","driver",0,0,"43:74:1"
"6132",6132,"25-39",66.8439999995753,"alive","none","belted",1,"m",17,1998,1986,"unavail","driver",0,1,"43:74:2"
"6133",6133,"25-39",397.877999998629,"alive","airbag","belted",1,"f",28,1998,1995,"deploy","driver",1,2,"43:75:1"
"6134",6134,"25-39",397.877999998629,"alive","none","belted",0,"f",32,1998,1991,"unavail","driver",0,1,"43:75:2"
"6139",6139,"25-39",57.4629999999888,"alive","none","belted",0,"m",26,1998,1988,"unavail","driver",0,2,"43:81:1"
"6141",6141,"25-39",57.4629999999888,"alive","none","belted",1,"m",25,1998,1989,"unavail","driver",0,3,"43:81:2"
"6144",6144,"10-24",342.039999999106,"alive","airbag","belted",1,"f",18,1998,1990,"deploy","driver",1,1,"43:83:1"
"6145",6145,"10-24",342.039999999106,"alive","airbag","belted",0,"m",46,1998,1997,"deploy","driver",1,1,"43:83:2"
"6147",6147,"1-9km/h",1417.03299999237,"alive","none","belted",1,"m",41,1998,1994,"unavail","driver",0,0,"43:85:1"
"6148",6148,"55+",52.4139999998733,"dead","airbag","belted",1,"f",64,1998,1992,"deploy","driver",1,4,"43:88:1"
"6149",6149,"40-54",52.4139999998733,"alive","none","none",1,"m",44,1998,1989,"unavail","driver",0,3,"43:88:2"
"6150",6150,"40-54",52.4139999998733,"alive","airbag","belted",1,"m",32,1998,1991,"deploy","driver",1,2,"43:89:1"
"6155",6155,"25-39",49.7679999996908,"alive","airbag","belted",0,"f",42,1998,1997,"nodeploy","driver",0,3,"43:92:2"
"6157",6157,"10-24",49.7679999996908,"alive","none","belted",1,"f",67,1998,1990,"unavail","driver",0,0,"43:93:2"
"6160",6160,"10-24",1348.82099999487,"alive","none","belted",1,"f",17,1998,1989,"unavail","pass",0,1,"43:96:2"
"6161",6161,"40-54",52.4139999998733,"dead","none","none",0,"f",32,1998,1986,"unavail","driver",0,4,"43:97:1"
"6163",6163,"40-54",47.5029999995604,"alive","none","none",0,"m",20,1998,1987,"unavail","pass",0,3,"43:99:1"
"6164",6164,"10-24",126.810999999754,"alive","none","none",0,"f",72,1998,1979,"unavail","driver",0,3,"43:100:1"
"6165",6165,"10-24",126.810999999754,"alive","none","none",0,"f",58,1998,1979,"unavail","pass",0,3,"43:100:1"
"6166",6166,"10-24",126.810999999754,"alive","none","belted",1,"f",73,1998,1984,"unavail","driver",0,3,"43:100:2"
"6171",6171,"40-54",67.4549999991432,"alive","none","belted",1,"m",34,1998,1992,"unavail","driver",0,2,"43:106:2"
"6173",6173,"10-24",401.515999998897,"alive","airbag","belted",1,"m",27,1998,1996,"deploy","driver",1,1,"43:107:1"
"6176",6176,"25-39",1580.76799999177,"alive","none","belted",1,"m",46,1998,1988,"unavail","driver",0,1,"43:109:1"
"6177",6177,"10-24",1663.43599998951,"alive","airbag","belted",0,"m",51,1998,1996,"nodeploy","driver",0,0,"43:110:1"
"6179",6179,"10-24",1663.43599998951,"alive","airbag","belted",1,"f",32,1998,1996,"deploy","driver",1,0,"43:111:1"
"6180",6180,"10-24",695,"alive","none","belted",1,"f",34,1998,1993,"unavail","driver",0,0,"43:112:2"
"6181",6181,"10-24",49.7679999996908,"alive","none","belted",1,"m",53,1998,1988,"unavail","driver",0,0,"43:113:2"
"6182",6182,"25-39",49.7679999996908,"alive","airbag","belted",0,"m",49,1998,1998,"deploy","driver",1,3,"43:114:1"
